Episode,Total Reward,Goal Reached
1357,-113.0,False
1358,82.0,True
1359,-113.0,False
1360,-28.0,False
1361,-113.0,False
1362,-113.0,False
1363,-28.0,False
1364,82.0,True
1365,82.0,True
1366,83.0,True
1367,-113.0,False
1368,81.0,True
1369,82.0,True
1370,83.0,True
1371,83.0,True
1372,82.0,True
1373,83.0,True
1374,82.0,True
1375,-28.0,False
1376,82.0,True
1377,82.0,True
1378,82.0,True
1379,82.0,True
1380,82.0,True
1381,82.0,True
1382,83.0,True
1383,83.0,True
1384,82.0,True
1385,82.0,True
1386,82.0,True
1387,-113.0,False
1388,82.0,True
1389,82.0,True
1390,-28.0,False
1391,83.0,True
1392,82.0,True
1393,81.0,True
1394,-28.0,False
1395,82.0,True
1396,82.0,True
1397,82.0,True
1398,82.0,True
1399,-113.0,False
1400,-113.0,False
1401,82.0,True
1402,82.0,True
1403,82.0,True
1404,82.0,True
1405,82.0,True
1406,83.0,True
1407,82.0,True
1408,-28.0,False
1409,82.0,True
1410,82.0,True
1411,-28.0,False
1412,82.0,True
1413,82.0,True
1414,83.0,True
1415,-113.0,False
1416,82.0,True
1417,-28.0,False
1418,82.0,True
1419,82.0,True
1420,82.0,True
1421,-27.0,False
1422,82.0,True
1423,82.0,True
1424,83.0,True
1425,-28.0,False
1426,-113.0,False
1427,-113.0,False
1428,82.0,True
1429,82.0,True
1430,81.0,True
1431,-113.0,False
1432,82.0,True
1433,-113.0,False
1434,82.0,True
1435,82.0,True
1436,-28.0,False
1437,82.0,True
1438,83.0,True
1439,-28.0,False
1440,-28.0,False
1441,82.0,True
1442,83.0,True
1443,-28.0,False
1444,82.0,True
1445,82.0,True
1446,83.0,True
1447,-113.0,False
1448,82.0,True
1449,83.0,True
1450,82.0,True
1451,82.0,True
1452,82.0,True
1453,-113.0,False
1454,81.0,True
1455,82.0,True
1456,-113.0,False
1457,83.0,True
1458,83.0,True
1459,82.0,True
1460,82.0,True
1461,82.0,True
1462,82.0,True
1463,-113.0,False
1464,83.0,True
1465,82.0,True
1466,82.0,True
1467,-113.0,False
1468,82.0,True
1469,83.0,True
1470,82.0,True
1471,82.0,True
1472,83.0,True
1473,-113.0,False
1474,83.0,True
1475,82.0,True
1476,-113.0,False
1477,83.0,True
1478,82.0,True
1479,-28.0,False
1480,82.0,True
1481,83.0,True
1482,-28.0,False
1483,83.0,True
1484,-28.0,False
1485,83.0,True
1486,82.0,True
1487,82.0,True
1488,-113.0,False
1489,-113.0,False
1490,82.0,True
1491,82.0,True
1492,-113.0,False
1493,83.0,True
1494,-28.0,False
1495,-113.0,False
1496,82.0,True
1497,82.0,True
1498,-113.0,False
1499,83.0,True
1500,83.0,True
1501,82.0,True
1502,83.0,True
1503,-28.0,False
1504,82.0,True
1505,-113.0,False
1506,-28.0,False
1507,82.0,True
1508,-113.0,False
1509,83.0,True
1510,82.0,True
1511,82.0,True
1512,-113.0,False
1513,82.0,True
1514,82.0,True
1515,-28.0,False
1516,-113.0,False
1517,82.0,True
1518,-113.0,False
1519,82.0,True
1520,83.0,True
1521,83.0,True
1522,-28.0,False
1523,83.0,True
1524,82.0,True
1525,82.0,True
